"","region","gender","age","education","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515"
"8687",1,1,1952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8688",1,1,1963,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8689",1,2,1982,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8690",1,1,1939,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8691",1,2,1949,3,2,4,2,4,4,4,4,4,4,4,2,4,2,4,2
"8692",1,1,1986,4,4,2,4,4,4,2,2,2,4,2,4,4,2,5,2
"8693",1,2,1950,6,4,4,4,2,4,4,3,4,4,4,4,2,4,1,3
"8694",1,2,1934,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8695",1,1,1962,4,5,3,4,3,5,2,5,2,4,3,5,2,3,3,8
"8696",1,1,1971,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8697",1,2,1967,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8698",1,2,1962,6,4,2,4,2,2,2,4,2,4,2,4,2,4,2,4
"8699",1,1,1991,4,5,1,5,2,5,1,5,1,5,1,5,1,5,1,5
"8700",1,2,1964,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8701",1,1,1970,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8702",1,2,1987,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8703",1,2,1936,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8704",1,1,1978,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8705",1,2,1963,10,4,2,4,3,4,4,4,2,4,2,4,2,3,3,4
"8706",2,2,1942,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8707",1,2,1947,4,8,8,4,4,3,8,4,8,8,3,8,8,8,3,3
"8708",2,2,1956,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8709",2,1,1969,4,4,2,4,4,4,2,4,2,4,2,4,2,4,2,4
"8710",2,2,1942,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8711",2,1,1951,3,4,2,4,8,4,2,4,2,4,2,4,2,4,2,4
"8712",2,2,1941,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8713",2,1,1991,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8714",2,2,1953,3,8,2,8,2,2,4,4,2,4,2,8,8,8,2,8
"8715",2,2,1929,3,4,2,2,3,4,4,3,3,4,3,4,2,4,2,2
"8716",2,2,1949,3,2,4,2,4,2,4,2,8,4,4,2,4,2,4,4
"8717",2,1,1978,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8718",2,2,1956,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8719",2,2,1968,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8720",2,1,1982,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8721",2,1,1960,4,4,4,4,2,4,4,3,4,4,4,4,2,4,1,3
"8722",2,1,1975,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8723",2,2,1928,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8724",2,2,1932,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8725",2,1,1969,4,4,2,4,4,3,2,4,8,8,2,4,2,4,8,8
"8726",2,1,1950,3,5,2,5,5,4,8,4,4,8,2,4,2,4,8,4
"8727",2,1,1940,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8728",2,2,1930,3,8,2,4,4,4,4,2,4,4,4,8,2,4,2,8
"8729",2,1,1963,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8730",2,2,1979,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8731",1,2,1971,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8732",1,2,1979,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8733",1,2,1966,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8734",1,2,1968,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8735",1,1,1990,4,4,2,4,2,4,2,4,2,2,4,4,2,4,2,4
"8736",1,1,1985,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8737",1,2,1949,7,8,1,4,2,4,2,4,2,4,2,4,2,4,2,4
"8738",1,2,1940,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8739",1,1,1948,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8740",1,2,1951,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8741",1,1,1957,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8742",1,1,1990,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8743",1,1,1962,3,4,4,4,5,4,8,4,8,4,8,2,8,8,8,3
"8744",1,1,1977,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8745",1,2,1973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8746",1,2,1940,3,8,2,4,2,4,8,4,8,4,8,8,1,4,8,4
"8747",1,1,1968,4,4,2,4,3,4,4,4,2,4,2,4,2,4,4,4
"8748",1,1,1980,1,4,2,4,4,4,4,4,2,8,2,4,2,4,8,8
"8749",1,1,1963,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8750",1,1,1949,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8751",1,1,1981,12,4,2,4,8,4,2,4,2,5,2,5,2,4,4,4
"8752",1,2,1941,1,4,4,4,4,3,4,4,3,4,3,3,2,4,4,4
"8753",1,2,1936,1,4,2,4,3,4,4,4,3,4,3,3,2,4,3,4
"8754",2,2,1965,4,4,2,4,4,4,2,4,1,5,2,5,2,4,3,4
"8755",1,1,1965,4,4,4,4,4,3,4,4,3,4,2,3,3,4,4,4
"8756",1,2,1948,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8757",1,1,1935,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8758",1,1,1952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8759",1,2,1970,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8760",1,2,1980,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8761",1,1,1949,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8762",1,1,1972,10,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
"8763",1,1,1971,12,4,1,4,3,4,2,5,2,5,2,5,1,5,2,4
"8764",1,2,1964,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8765",1,1,1951,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8766",1,2,1931,4,2,4,2,4,4,4,4,4,4,4,2,4,2,4,2
"8767",1,1,1931,12,5,2,2,4,4,2,4,2,4,2,4,2,2,2,4
"8768",1,2,1958,4,4,4,4,8,4,8,4,8,4,8,8,2,8,8,8
"8769",1,2,1984,12,5,2,4,4,5,2,5,3,5,8,5,1,4,2,4
"8770",1,2,1984,13,5,2,5,2,4,2,5,2,5,2,5,2,4,4,4
"8771",1,2,1989,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8772",1,2,1941,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8773",1,1,1950,3,4,2,4,4,4,3,4,2,4,3,4,2,4,3,4
"8774",1,1,1950,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8775",1,2,1954,4,4,2,4,2,4,4,3,2,4,2,4,2,4,2,4
"8776",1,1,1948,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8777",1,1,1950,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8778",1,1,1955,9,4,2,4,2,4,4,3,2,4,4,5,1,4,1,4
"8779",1,2,1957,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8780",1,1,1973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8781",1,1,1986,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8782",1,2,1984,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8783",1,1,1932,1,8,2,8,8,5,4,5,8,4,4,4,8,5,8,8
"8784",1,1,1985,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8785",1,1,1981,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8786",1,2,1963,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8787",1,1,1976,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8788",1,2,1970,4,8,2,4,3,4,3,3,3,4,3,8,8,3,8,8
"8789",1,2,1944,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8790",1,1,1970,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8791",1,1,1968,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8792",1,1,1947,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8793",1,1,1963,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8794",1,1,1932,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8795",1,2,1968,6,8,2,8,8,4,2,8,8,8,2,8,2,8,8,8
"8796",1,2,1937,7,8,2,4,4,3,2,4,2,4,2,4,2,4,2,4
"8797",1,2,1945,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8798",1,2,1963,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8799",1,1,1932,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8800",1,2,1930,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8801",1,2,1969,6,4,3,4,4,4,3,4,4,4,2,4,2,4,3,4
"8802",1,1,1935,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8803",1,2,1964,4,4,4,4,4,4,4,4,2,4,2,4,2,4,3,4
"8804",1,1,1941,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8805",1,1,1989,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8806",1,1,1958,4,4,1,4,4,5,4,3,4,5,2,4,1,4,1,4
"8807",1,1,1954,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8808",1,2,1945,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8809",1,1,1969,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8810",1,1,1940,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8811",1,1,1990,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8812",1,1,1940,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8813",1,2,1977,11,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
"8814",1,1,1949,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8815",1,1,1985,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8816",1,1,1980,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8817",1,2,1969,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8818",1,1,1965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8819",1,2,1940,1,3,3,2,3,4,2,3,3,4,8,3,2,8,2,4
"8820",1,1,1972,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8821",1,2,1949,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8822",1,2,1933,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8823",1,2,1979,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8824",1,2,1933,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8825",1,2,1929,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8826",1,2,1958,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8827",1,1,1954,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8828",1,1,1962,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8829",1,2,1971,4,4,2,4,4,3,4,4,2,4,2,4,2,4,3,4
"8830",1,1,1976,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8831",1,1,1942,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8832",1,1,1939,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8833",1,2,1986,9,5,2,4,3,4,1,5,3,4,4,5,3,4,2,4
"8834",1,1,1963,4,5,5,3,4,5,2,4,8,5,8,5,3,4,4,8
"8835",1,2,1938,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8836",1,2,1986,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8837",1,2,1982,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8838",1,2,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8839",1,1,1979,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8840",1,2,1978,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8841",1,1,1926,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8842",1,1,1970,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8843",1,1,1979,4,4,3,4,3,4,3,4,2,3,2,4,2,3,3,3
"8844",1,2,1969,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8845",1,1,1965,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8846",1,1,1971,4,2,3,4,4,4,4,4,2,4,3,4,2,2,4,3
"8847",1,1,1987,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8848",1,1,1985,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8849",1,1,1983,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8850",1,1,1971,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8851",1,2,1988,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8852",1,2,1972,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8853",1,2,1944,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8854",1,2,1984,10,4,2,4,4,4,2,4,2,4,2,4,2,4,2,4
"8855",1,2,1985,4,4,2,4,2,4,2,4,2,8,2,4,2,4,8,8
"8856",1,2,1991,6,2,2,4,4,4,2,2,4,4,2,4,1,4,2,4
"8857",1,1,1965,7,4,2,4,2,4,4,3,4,4,2,4,2,4,2,4
"8858",1,1,1980,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8859",1,2,1950,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8860",1,2,1961,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8861",1,1,1977,4,5,5,5,5,5,2,5,8,5,8,5,3,3,3,8
"8862",1,1,1978,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8863",1,2,1955,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8864",1,1,1972,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8865",1,1,1964,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8866",1,2,1954,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8867",1,2,1982,6,5,2,5,2,5,2,5,2,5,2,5,2,5,5,5
"8868",1,2,1945,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8869",1,2,1967,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8870",1,1,1985,7,5,2,5,2,4,2,5,2,5,2,5,1,4,2,5
"8871",1,2,1972,6,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
"8872",1,1,1974,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8873",1,2,1981,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8874",1,1,1982,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
"8875",1,2,1981,6,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
"8876",1,2,1930,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8877",1,2,1961,6,4,2,4,4,4,2,5,1,5,2,5,4,4,8,4
"8878",1,2,1945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8879",1,2,1945,3,4,2,4,4,4,2,4,2,4,2,4,2,4,3,5
"8880",1,1,1985,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8881",1,2,1986,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8882",1,2,1982,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8883",1,1,1945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8884",1,1,1968,8,4,4,3,4,4,2,4,2,2,2,2,2,4,2,4
"8885",1,2,1973,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8886",1,2,1976,11,4,4,4,8,4,2,4,2,2,2,4,2,4,2,4
"8887",1,1,1973,9,4,2,4,2,4,2,4,2,8,8,5,1,1,4,4
"8888",1,1,1973,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8889",1,2,1979,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8890",1,1,1969,11,4,2,4,2,3,4,2,2,2,3,3,2,2,2,3
"8891",1,1,1963,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8892",1,1,1970,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8893",1,1,1986,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8894",1,2,1953,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8895",1,2,1952,9,4,1,4,4,4,2,4,2,4,2,4,2,4,2,4
"8896",1,1,1975,7,3,2,4,2,4,3,4,2,4,2,4,2,2,2,4
"8897",1,1,1970,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8898",1,1,1962,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8899",1,1,1973,6,4,2,4,2,4,2,4,2,4,4,2,4,4,2,4
"8900",1,2,1950,9,3,2,4,2,4,3,4,2,4,2,4,2,2,2,4
"8901",1,2,1961,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8902",1,1,1967,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8903",1,1,1988,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8904",1,2,1953,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8905",1,1,1958,4,8,1,5,5,5,5,5,1,5,5,5,1,5,5,5
"8906",1,1,1978,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8907",1,1,1942,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8908",1,2,1954,4,3,3,8,8,4,4,4,4,4,3,4,2,4,3,8
"8909",1,1,1985,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8910",1,1,1980,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"8911",1,1,1959,6,2,3,2,5,3,3,4,3,4,2,2,3,8,3,8
"8912",1,2,1950,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8913",1,2,1984,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8914",1,2,1983,12,4,2,4,4,4,2,5,-3,-3,-3,-3,-3,-3,-3,-3
"8915",1,1,1981,11,8,2,5,5,5,2,5,1,5,2,5,1,5,3,5
"8916",1,2,1967,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8917",1,2,1952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8918",1,2,1990,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8919",1,1,1943,7,8,2,4,4,5,2,5,1,5,2,5,1,3,2,5
"8920",1,2,1979,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8921",1,2,1954,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8922",1,1,1987,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8923",1,2,1961,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8924",1,2,1964,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8925",1,1,1981,11,3,3,3,3,4,2,4,3,3,3,3,3,4,3,4
"8926",1,1,1983,13,4,2,4,4,4,2,4,2,4,2,4,2,4,2,4
"8927",1,1,1982,10,5,5,5,4,4,4,3,3,4,4,3,4,3,3,5
"8928",1,1,1966,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8929",1,1,1974,13,4,2,5,3,5,4,5,1,5,4,5,1,5,1,3
"8930",1,1,1972,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8931",1,1,1986,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8932",1,2,1962,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8933",1,2,1971,9,4,3,4,3,5,3,5,2,5,3,3,3,4,4,5
"8934",1,2,1972,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8935",1,2,1946,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8936",1,1,1990,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8937",1,2,1976,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8938",1,2,1979,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8939",1,2,1980,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8940",1,1,1973,11,4,1,5,5,5,1,5,1,4,1,5,1,-3,5,5
"8941",1,1,1982,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8942",1,1,1981,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8943",1,1,1973,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8944",1,1,1973,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8945",1,2,1952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8946",1,2,1952,7,4,5,5,4,4,1,5,1,5,2,5,2,4,1,1
"8947",1,2,1955,4,2,4,2,1,5,5,5,4,5,4,5,2,3,2,5
"8948",1,1,1964,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
