"","id","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515","region","gender","age","education"
"722",2763,5,4,4,2,4,4,5,4,4,3.4861646234676,5,3,4,4,5,1,2,55,6
"723",2766,2,2,4,2,5,2,3,2,4,2,4,2,3,2,5,1,2,55,3
"724",2773,3,4,4,2,4,2,4,3,4,4,4,4,4,4,4,1,1,63,6
"725",2780,4,3,4,3,4,2,4,2,3,3,3,2,3,2,3,1,1,55,4
"726",2784,4,3,3,2,3,3,3,4,3,4,3,3,3,3,3,1,2,29,3
"727",2796,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,2,2,56,3
"728",2800,3.71231884057971,2,2,2,3.91554959785523,2,2,3.5040500736377,3,2,4,2,2,2,3,2,2,52,1
"729",2804,3,3,4,2,4,3,2,3.5040500736377,3,3,3,2,3,2.77097345132743,3.81396981396981,2,2,46,3
"730",2805,4,3,4,1,4,2,3,3,3,3,4,4,3,3,3,2,2,46,3
"731",2806,3,3,4,3,4,3,4,3,4,3,4,3,3,3,3,2,1,53,6
"732",2810,3,3,4,2,2,3,3,3,4,3,3,4,4,3,4,2,2,45,6
"733",2814,2,3,4,1,3,3,4,3,3,3,3,4,4,3,3,2,2,48,1
"734",2818,3.71231884057971,2,4,2,4,1,3,3,4,2,3,2,4,2.77097345132743,4,2,1,59,4
"735",2820,4,3,3,2,2,4,2,4,3,3,3,3,3,3,1,2,2,63,3
"736",2830,4,2,4,2.32650273224044,3.91554959785523,3,4,3.5040500736377,4.06256481161424,3.4861646234676,3,4,3,3,4,2,1,54,4
"737",2839,4,4,4,3,4,3,3,3,3,3,3,3,4,3,3,2,1,48,4
"738",2842,4,4,4,4,4,2,4,5,4,4,3,3,4,3,4,2,1,63,3
"739",2843,4,4,4,2,5,1,5,2,3,3,3,3,3.89578250261415,2.77097345132743,3.81396981396981,2,1,54,6
"740",2848,4,3,4,2,3.91554959785523,3,4,3,3,3,3,2,4,2,2,2,2,34,3
"741",2850,4,2,2,3,1,2,3,3.5040500736377,2,4,4,2,3.89578250261415,2,4,2,1,48,3
"742",2880,3.71231884057971,1,5,1,2,2,4,3.5040500736377,5,3.4861646234676,4,2,4,1,1,2,2,38,1
"743",2883,3.71231884057971,1,2,1,2,1,5,1,2,2,5,2,3.89578250261415,2.77097345132743,4,2,2,67,1
"744",2884,5,1,1,1,1,1,5,1,5,5,3.89625668449198,1,1,1,1,2,2,47,3
"745",2885,2,2,2,1,2,2,5,2,4,2,4,2,2,2,2,2,2,29,3
"746",2887,4,4,4,2,4,4,4,4,5,4,4,4,4,4,3,2,1,26,4
"747",2888,2,2,4,2,2,4,5,4,4,3,4,4,4,2,3.81396981396981,2,1,52,3
"748",2890,5,1,5,5,5,1,5,1,5,5,5,5,5,1,5,1,1,62,4
"749",2892,4,2,5,2,4,2,3,3,3,3,4,2,4,3,4,1,1,53,3
"750",2899,4,5,5,2,4,5,5,4,5,4,5,2,5,2,5,1,2,27,4
"751",2902,4,5,5,3,4,2,4,4,4,4,5,5,5,1,5,1,1,39,11
"752",2903,4,3,4,2,5,5,4,2,4,4,3,3,4,2,2,1,2,48,6
"753",2918,3.71231884057971,2,4,3,5,1,5,3.5040500736377,4.06256481161424,3,5,3.39461883408072,3.89578250261415,1,1,2,2,55,1
"754",2919,1,2,1,1,1,1,4,2,5,3,3.89625668449198,2,4,5,1,2,2,53,3
"755",2921,5,1,5,1,5,1,5,1,4.06256481161424,1,3.89625668449198,3.39461883408072,3.89578250261415,1,5,2,2,36,3
"756",2922,3.71231884057971,1,5,1,1,2.92810902896082,5,1,1,5,3.89625668449198,3.39461883408072,1,1,1,2,2,38,3
"757",2930,1,5,5,1,1,5,5,2,5,4,2,2,2,5,1,2,1,30,3
"758",2931,2,4,5,4,5,4,5,4,4,3,4,4,4,4,4,2,1,29,4
"759",2943,3,3,3,3,5,2.92810902896082,4.14543630892678,3.5040500736377,4.06256481161424,3.4861646234676,5,1,5,1,1,2,2,46,3
"760",2944,4,4,4,2,4,4,2,4,5,4,4,4,5,2,4,2,1,22,3
"761",2947,2,4,5,1,2,2,5,2,5,2,5,4,4,2.77097345132743,4,2,2,25,4
"762",2952,3.71231884057971,2,5,1,1,1,5,3.5040500736377,5,3.4861646234676,5,1,5,1,1,2,1,36,3
"763",2953,3.71231884057971,5,5,1,5,2,5,3.5040500736377,5,1,5,3.39461883408072,3.89578250261415,2.77097345132743,5,2,2,40,4
"764",2955,3,3,3,3,4,3,3,3,3,3,4,4,3,2,3,2,1,26,3
"765",2959,4,2,5,2,1,2,4,3.5040500736377,5,2,4,2,4,2,4,2,1,66,3
"766",2966,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,2,2,23,4
"767",2975,3.71231884057971,2,4,2,4,2,5,5,5,4,5,5,5,1,5,2,1,36,3
"768",2988,4,1,5,1,5,1,5,2,5,1,5,4,5,3,3.81396981396981,1,1,65,7
"769",2989,4,2,4,4,4,4,4,4,4,4,5,4,4,4,5,1,1,76,4
"770",2990,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,1,2,48,4
"771",2994,2,5,4,2,4,4,5,4,2,5,4,5,4,4,4,1,2,29,4
"772",2999,3.71231884057971,5,5,1,5,5,4,4,5,4,5,4,5,4,5,1,1,70,4
"773",3009,3.71231884057971,5,2,3,4,4,3,4,5,1,5,4,2,3,3,2,2,27,1
"774",3019,3,3,3,2,4,3,3,3,4,3,3,4,3,3,3,2,2,36,3
"775",3026,3.71231884057971,1,4,1,1,2,4,3.5040500736377,5,3.4861646234676,4,5,4,1,3.81396981396981,2,1,46,1
"776",3029,3,1,4.01468624833111,1,1,1,5,3.5040500736377,4.06256481161424,1,1,1,3.89578250261415,1,1,2,1,48,3
"777",3031,2,2,4,2,2,2,4,4,4,2,4,4,4,2,2,2,2,29,3
"778",3033,2,2,4,2,2,2,2,2,2,4,4,2,4,2,2,2,1,37,3
"779",3040,3.71231884057971,2,4,4,2,2,5,2,4,2,2,2,2,2,4,2,1,52,3
"780",3043,4,2,4,2,1,2,5,2,5,4,2,4,2,2,4,2,1,39,3
"781",3047,3,3,3,3,4,1,5,3,3,3,3.89625668449198,2,4,2.77097345132743,4,2,1,47,1
"782",3049,3,2,4,2,4,2.92810902896082,5,3.5040500736377,3,3.4861646234676,4,4,4,4,4,2,2,56,1
"783",3053,3.71231884057971,2,4,2,5,4,5,4,4,4,4,4,2,2,5,1,2,66,3
"784",3056,3,1,5,1,2,2,5,4,5,3.4861646234676,5,4,5,1,2,1,2,39,12
"785",3060,4,4,4,4,4,4,3,4,4,2,4,2,4,4,4,1,1,38,9
"786",3065,4,4,5,2,4,5,4,4,4,4,4,4,4,2,4,1,2,55,7
"787",3066,3,1,5,1,2,2,4,2,5,3,4,2,5,1,2,1,1,40,9
"788",3081,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,51,6
"789",3082,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,2,1,39,4
"790",3083,4,2,5,2,4,2,4,5,5,4,4,2,4,3,5,2,2,40,4
"791",3088,3,3,4,2,3,3,4,4,4,4,4,4,3,3,4,2,1,30,4
"792",3089,3.71231884057971,5,5,1,5,5,5,5,5,5,5,5,5,1,5,2,1,21,4
"793",3090,4,2,4,2,2,4,5,2,5,5,5,1,5,1,2,2,1,40,4
"794",3093,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,2,2,56,3
"795",3099,4,2,2,4,2,4,5,4,5,4,2,1,5,1,5,2,1,72,3
"796",3101,4,2,4,4,4,2,5,2,4,3,4,2,4,2,5,2,1,64,6
"797",3102,3.71231884057971,2,2,2,1,2,4,2,4,3.4861646234676,3.89625668449198,2,2,2,3.81396981396981,2,2,51,1
"798",3131,5,1,5,1,5,1,5,1,5,5,5,5,5,1,5,2,1,68,6
"799",3140,4,4,4,2,4,4,4,2,2,2,4,4,4,2.77097345132743,4,2,1,48,4
"800",3146,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,52,4
"801",3148,4,2,2,4,4,4,5,4,4,4,4,2,4,2,4,2,2,25,4
"802",3152,2,4,4,2,4,5,4,5,4,5,4,4,4,3,3,1,1,72,12
"803",3153,2,4,4,4,3,3,4,2,4,3,2,3,3,2,4,1,1,33,7
"804",3155,4,4,4,3,4,3,3,3,4,2,3.89625668449198,4,3,2,4,1,1,48,10
"805",3158,3,2,4,3,4,4,4,5,4,4,4,3,4,3,3,1,1,40,11
"806",3161,4,2,5,1,4,1,5,2,5,2,5,2,2,2,4,1,1,68,7
"807",3164,4,4,4,3,3,2,2,2,4,4,5,4,5,1,4,1,1,24,11
"808",3171,5,3.22091062394604,5,1,4,2,5,4,5,5,5,5,5,1,5,1,2,43,7
"809",3176,4,4,4,1,4,5,3,4,4,2,3,4,4,3,4,2,2,27,4
"810",3181,4,3,4,3,4,4,3,1,2,3,4,4,3,3,2,2,1,26,4
"811",3182,4,4,4,3,4,2,3,3.5040500736377,4.06256481161424,2,4,4,3.89578250261415,2.77097345132743,3,2,2,75,1
"812",3187,3,2,4,3,5,4,4,3,4,2,5,4,3,2.77097345132743,4,2,1,47,4
"813",3194,4,3,4,3,5,3,4,4,3,2,2,1,3,1,3,2,2,30,3
"814",3195,3.71231884057971,4,5,1,4,4,3,5,5,4,5,4,4,5,4,2,1,53,1
"815",3196,4,3,3,3,4,2,5,2,3,2,3,1,2,5,2,2,1,58,7
"816",3199,2,3,3,2,2,4,4,3,4,4,2,3,3,2.77097345132743,3.81396981396981,1,1,31,7
"817",3201,3.71231884057971,4,4,4,4,2,3,4,4,3.4861646234676,3.89625668449198,4,4,4,4,1,2,33,4
"818",3203,3,3,4,4,2,3,3,3,4,2,2,3,3,2,2,1,1,28,9
"819",3204,4,3,4,3,4,4,5,5,4,4,4,4,4,4,3,1,2,28,10
"820",3206,4,4,3,3,4,4,1,3,2,2,4,3,3,4,3,1,2,48,6
"821",3207,5,5,5,4,4,3,4,4,4,4,4,5,5,3,4,1,1,31,9
"822",3213,4,1,4.01468624833111,1,4,4,2,3,4,4,3,4,3,4,3,1,2,26,7
"823",3222,4,4,4,3,4,2,4,4,4,4,4,4,2,4,4,2,2,21,12
"824",3223,4,5,3,4,5,4,3,4,4,4,1,5,2,3,4,2,1,46,6
"825",3227,4,3.22091062394604,3,1,4,1,3,4,3,4,3,2,3,4,3.81396981396981,2,2,47,1
"826",3228,3,2,3,2,2,4,2,3.5040500736377,4.06256481161424,4,3,3,3,2,3,2,1,48,4
"827",3231,2,2,4,2,4,2,3,3,4.06256481161424,2,3,2,3,2,4,2,2,58,1
"828",3232,5,4,4,2,5,2,4,5,5,5,4,4,5,2,5,2,1,36,11
"829",3236,2,3,4,2.32650273224044,4,2.92810902896082,4.14543630892678,3,4.06256481161424,3,3,4,3.89578250261415,3,2,2,2,33,1
"830",3238,4,4,4,2,4,2,3,4,3,2,4,3,4,2,4,2,2,30,3
"831",3241,4,3,3,5,2,2,1,4,4.06256481161424,1,2,3,3,2.77097345132743,3.81396981396981,2,1,60,1
"832",3242,2,4,3,3,4,3,5,3.5040500736377,4,3,3,4,2,4,3,2,1,77,2
"833",3246,4,4,2,4,4,4,2,4,4,2,4,2,4,4,2,2,1,56,3
"834",3253,3,4,3,1,4,3,4,3,3,3,3,4,3,3,3,2,1,73,3
"835",3256,2,4,4,2,4,2,4,4,4,2,4,4,4,2,4,2,2,28,3
"836",3265,3,2,4,2,4,2,4,4,3,3,4,3,4,3,4,2,2,64,1
"837",3266,3.71231884057971,4,3,2,2,3,4,4,4,4,4,4,4,2,3,2,1,39,9
"838",3271,5,4,4,1,4,1,5,4,4,3,3,5,4,3,3,2,2,61,1
"839",3286,2,2,4,1,4,1,4,2,4,2,2,2,2,2,2,2,2,71,1
"840",3288,4,5,3,1,3,3,4,3,4,4,3,4,5,2,3,2,1,51,3
"841",3293,2,4,4,2,4,1,4,2,4,1,2,4,2,2,2,2,2,60,1
"842",3296,4,3,4,2,4,1,5,3,4.06256481161424,2,4,3.39461883408072,2,2,4,1,1,44,4
"843",3306,4,4,4,3,2,4,3,4,4,2,2,3,2,3,3,1,2,37,4
"844",3321,3.71231884057971,3,3,2,3,2.92810902896082,3,3.5040500736377,4,3,4,3,3,2.77097345132743,3.81396981396981,1,2,33,1
"845",3323,4,4,4,2,4,4,2,3,4,2,5,3,2,4,2,2,2,68,1
"846",3324,2,4,4,2,4,2,4,4,4,4,2,4,4,4,4,2,2,21,4
"847",3325,4,3,3,2,4,4,3,4,4,3,3,2,3,3,5,2,1,69,1
"848",3331,3,5,4,2,4,2,5,4,4,5,3,5,4,3,4,2,2,57,4
"849",3337,4,2,4,3,3,4,2,3,4,2,4,2,2,2,2,2,2,35,1
"850",3340,4,4,4,2,4,3,5,3,3,3,3,4,4,3,3,2,1,72,1
"851",3346,2,3,3,2,3,2.92810902896082,4.14543630892678,3.5040500736377,3,3,3.89625668449198,3,3,3,3.81396981396981,2,2,54,1
"852",3348,3,4,3,2,3,2,4,4,3,3,3,4,3,3,3,2,2,78,1
"853",3357,1,4,4,2,2,2,4,2,4,4,2,4,2,2,2,2,2,43,3
"854",3360,4,4,4,2,4,2,4,4,5,2,4,4,4,4,4,2,2,39,6
"855",3361,4,4,4,2,4,4,4,4,5,2,4,4,4,2,4,2,1,48,6
"856",3363,4,2,4,2,4,2,4,2,4,2,2,2,2,2,4,2,2,53,4
"857",3365,2,4,3,3,4,3,4,4,3,4,4,4,2,4,3,2,2,60,3
"858",3366,2,4,3,2,5,3,5,3,4,5,5,3,4,4,4,2,1,38,4
"859",3368,3,5,4,2,4,2,4,3,3,4,3,5,3,3,4,2,1,55,4
"860",3380,3,2,2,2,4,2,4,2,4,2,2,2,2,2,5,2,2,55,4
"861",3387,5,4,4,2,5,4,4,4,4,2,4,4,4,4,4,2,1,46,3
"862",3393,4,4,4,2,4,4,3,4,4,3,4,4,3,4,4,2,1,56,1
"863",3397,3,3,4,2,2,3,4,3,3,3,4,4,4,3,3,2,2,23,4
"864",3402,3,2,3,3,2,3,2,3.5040500736377,4.06256481161424,3,3,3,2,3,3,2,1,46,3
"865",3403,4,4,4,2,5,3,3,4,5,3,2,5,3,3,3,2,1,59,4
"866",3410,4,3,4,2,5,3,5,3.5040500736377,5,2,3.89625668449198,3.39461883408072,5,1,5,2,2,52,1
"867",3414,5,5,5,1,5,4,5,4,4,3,2,4,4,3,5,2,2,42,4
"868",3417,5,5,4,2,4,5,5,3,5,1,5,5,5,1,5,2,1,59,4
"869",3420,3,4,4,1,4,2,4,4,4,3,4,5,4,2,3,2,2,29,6
"870",3423,4,5,5,4,4,4,5,5,5,5,5,5,4,4,4,1,2,51,6
"871",3431,2,4,4,4,4,4,2,5,4,2,4,4,4,4,3,1,2,52,6
"872",3434,4,3,3,2,4,3,4,3,4.06256481161424,3,3.89625668449198,3.39461883408072,4,1,4,1,2,56,3
"873",3437,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,18,4
"874",3438,2,4,4,2.32650273224044,4,3,5,3.5040500736377,4,4,4,4,4,2,4,1,2,27,6
"875",3444,5,2,2,3,4,3,2,1,4,3,1,3,4,4,5,2,1,45,3
"876",3446,4,3,4,2,5,2,3,2,2,2,1,1,3,4,4,2,2,36,4
"877",3448,4,3.22091062394604,3,2.32650273224044,3,2,3,3.5040500736377,4.06256481161424,2,4,4,4,3,3,2,1,40,3
"878",3451,3,2,2,2,3,2,3,3.5040500736377,4.06256481161424,2,4,3,3.89578250261415,2.77097345132743,3,2,2,68,1
"879",3459,4,1,3,1,4,3,4,4,3,2,2,1,4,3,4,2,1,37,4
"880",3462,3.71231884057971,2,4,2,4,2,5,3.5040500736377,5,4,5,2,5,1,5,2,1,60,4
"881",3463,4,1,4,1,4,2,3,4,4.06256481161424,3,4,4,3.89578250261415,2.77097345132743,4,2,2,59,1
"882",3467,3,4,4,2,4,2,3,4,4,3,4,3,4,3,4,2,1,25,4
"883",3469,3,3,4,2.32650273224044,4,3,4.14543630892678,2,3,3.4861646234676,2,1,4,2.77097345132743,2,2,2,58,1
"884",3470,3,2,3,2,4,3,2,3,4,4,3,4,3,2,3,2,2,45,4
"885",3473,3,2,4,1,4,3,3,2,4,3,3.89625668449198,1,3,2.77097345132743,4,2,2,48,1
"886",3474,4,5,5,2,5,3,5,3,4,5,5,4,4,4,5,2,1,34,7
"887",3475,2,4,5,3,5,4,3,3.5040500736377,4,3,2,5,4,3,5,2,2,23,4
"888",3478,4,3,4,4,2,3,3,2,4,3,4,3,5,5,1,2,1,41,4
"889",3486,4,3,4,2,3,2,3,4,2,4,3,2,4,4,2,2,1,43,4
"890",3488,2,3,4,2,5,2.92810902896082,4,3,4,4,3.89625668449198,5,4,4,4,2,2,56,3
"891",3489,3,2,3,1,5,3,2,3.5040500736377,3,1,3,3,3,4,3,2,2,30,4
"892",3494,4,5,5,3,5,4,5,3,5,5,4,5,5,4,4,1,1,45,9
"893",3496,3.71231884057971,4,3,3,4,2,5,3,4,3,3,2,3,2,3,1,2,42,6
"894",3512,3,2,3,3,4,3,3,2,4,2,3,3,3,2,3,1,2,47,11
"895",3513,4,3,4,2,5,3,2,2,3,2,3,2,5,3,5,1,1,33,7
"896",3516,4,3,4,4,3,2,5,3,4,4,4,3.39461883408072,4,3,2,1,1,74,3
"897",3518,2,1,5,2,4,5,5,5,5,4,5,2,4,3,3,2,1,55,4
"898",3522,3,2,3,3,3,2,3,2,5,4,4,3,4,3,3,2,1,35,4
"899",3525,4,3,3,3,3,4,2,4,3,2,4,3,3,3,3,2,2,54,1
"900",3526,3,2,3,3,4,2,4,4,4,1,4,4,4,3,3,2,2,58,3
"901",3528,3,2,3,3,4,3,3,3,4,2,3,4,3,3,4,2,2,23,4
"902",3531,2,2,4,1,2,5,5,5,4,2,5,2,4,2,3,2,1,61,6
"903",3540,3,2,4,3,4,3,3,2,4,3,2,3,3,3,3,2,1,40,4
"904",3541,3.71231884057971,2,4,3,2,5,4,5,4,2,1,2,1,1,3,2,2,31,4
"905",3544,2,4,4,3,3,2,4,4,4,4,4,4,4,2,4,2,1,68,NA
"906",3547,5,3,1,5,1,5,2,3.5040500736377,4,2,4,4,2,4,4,2,1,44,3
"907",3550,5,5,5,1,5,5,5,5,5,3,5,5,5,1,5,1,1,40,12
"908",3551,2,2,4,1,5,1,5,5,5,5,4,2,4,1,5,1,1,45,11
"909",3562,4,2,4,4,4,2,4.14543630892678,3.5040500736377,4.06256481161424,4,2,4,4,4,4,2,1,54,6
"910",3567,4,3,4,3,4,4,4,4,4,3.4861646234676,4,3.39461883408072,4,2.77097345132743,3.81396981396981,1,2,25,9
"911",3568,4,4,4,2,4,4,5,5,5,4,4,4,5,2,4,1,1,22,6
"912",3571,2,3,1,2,1,3,2,3,1,2,1,2,1,3,2,1,1,26,4
"913",3573,4,4,5,1,4,1,5,4,4,5,5,1,4,2,5,1,2,31,4
"914",3576,1,5,5,2,5,2,4,1,4,4,2,2,2,1,5,1,1,38,7
"915",3579,5,1,5,1,5,1,5,4,5,5,5,5,5,1,5,1,2,35,6
"916",3583,2,4,5,2,5,4,5,4,5,4,5,4,5,5,5,1,1,38,11
"917",3585,4,2,4,2,5,5,5,5,5,5,5,5,5,2.77097345132743,5,1,2,46,6
"918",3587,5,5,1,2,4,4,5,4,5,4,4,5,4,2,4,1,1,39,12
"919",3594,3.71231884057971,2,4,1,5,5,5,4,5,5,5,4,5,4,5,1,2,32,4
"920",3595,5,4,5,1,4,2,4,2,5,2,4,2,2,2,4,1,2,18,3
"921",3599,5,4,5,1,5,1,4.14543630892678,5,5,5,5,2,5,1,5,1,1,62,4
"922",3603,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,1,2,40,11
"923",3614,5,4,5,1,5,4,5,4,5,4,5,4,5,1,5,1,2,40,6
"924",3629,3.71231884057971,2,4,2,4,4,5,5,4,4,5,3.39461883408072,4,2,4,1,1,72,7
"925",3630,3.71231884057971,4,4,2,4,4,4,4,4,5,4,2,4,2.77097345132743,4,1,1,36,7
"926",3644,4,2,4,2,5,4,5,4,5,4,5,4,5,1,5,1,1,75,7
"927",3652,5,5,5,4,5,2,5,5,5,5,4,5,5,3,5,1,2,23,7
"928",3654,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,1,1,24,6
"929",3655,2,3,4,3,4,2.92810902896082,4,3,5,1,4,3,4,3,3,1,2,32,7
"930",3656,4,2,4,2,5,2,4,3,4,2,3,3.39461883408072,3.89578250261415,2.77097345132743,3,2,1,73,1
"931",3660,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,42,4
"932",3670,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2,2,48,1
"933",3676,2,2,4,2,4,4,4,2,4,4,4,2,4,2,4,2,1,48,6
"934",3683,3.71231884057971,4,4,2,4,4,4,3.5040500736377,4,4,4,5,3,2,4,1,1,71,4
"935",3684,4,2,5,1,4,2,5,1,4.06256481161424,2,4,1,3.89578250261415,2,4,1,2,42,4
"936",3690,5,2,5,2,4,5,4,4,2,4,5,4,5,2,5,1,2,38,4
"937",3696,4,2,4,3,4,2,4,2,4,4,4,4,4,2,4,1,2,26,4
"938",3706,5,5,5,1,4,4,5,5,5,5,5,5,5,4,5,1,2,43,7
"939",3707,5,1,2,2,5,2,5,5,4,5,1,2,2,4,5,1,1,26,3
"940",3708,4,4,4,2,4,4,3,4,4,4,3.89625668449198,3.39461883408072,4,4,4,1,1,41,4
"941",3710,2,4,4,2,2,4,4,4,4,4,4,4,4,4,2,1,2,38,4
"942",3712,4,4,4,4,5,4,5,4,5,4,5,3,5,3,5,1,1,53,7
"943",3722,2,4,5,1,4,4,4,2,5,4,4,4,5,2,5,1,1,36,4
"944",3724,3,3,5,1,5,2.92810902896082,5,3,5,3,5,5,5,2,3.81396981396981,1,2,38,4
"945",3729,5,1,5,1,1,1,5,1,4.06256481161424,5,3.89625668449198,3.39461883408072,3.89578250261415,5,1,1,2,48,6
"946",3733,3.71231884057971,2,4,2,4,2,2,3.5040500736377,4.06256481161424,2,4,2,3.89578250261415,2,4,1,1,64,3
"947",3740,4,3,3,2.32650273224044,3,2,4,4,4,3,4,4,4,4,2,1,1,20,6
"948",3751,2,4,2,4,2,2,4,2,4.06256481161424,2,4,2,4,2,2,1,2,69,7
"949",3756,1,5,5,5,5,5,5,5,5,2,5,5,5,2.77097345132743,5,1,2,37,3
"950",3757,2,4,4,2,4,4,5,4,5,3,5,4,2,4,3,1,2,52,6
"951",3772,5,5,4,2,4,4,4,4,4,4,4,4,4,4,3,1,1,21,4
"952",3776,1,4,5,2,5,2,4,2,5,5,5,4,5,2,4,1,1,26,4
"953",3780,2,2,4,1,3.91554959785523,2,2,3.5040500736377,4.06256481161424,4,5,3,3.89578250261415,2.77097345132743,4,2,2,48,1
"954",3781,5,4,4,1,5,5,5,5,4,5,5,1,4,4,5,2,1,47,9
"955",3783,2,2,4,1,3.91554959785523,2,4,3.5040500736377,5,4,5,3.39461883408072,4,2,5,2,2,55,1
"956",3785,4,2,4,2,5,2,4,2,4,2,4,2,4,2,4,2,2,61,3
"957",3789,3.71231884057971,3.22091062394604,4,2,3.91554959785523,5,5,3.5040500736377,5,1,5,4,5,2,3.81396981396981,2,1,44,4
"958",3790,1,3,4,3,2,2,4,3,4,3,5,3,3,3,2,2,1,54,6
"959",3791,3.71231884057971,2,4,1,5,1,4.14543630892678,3.5040500736377,4.06256481161424,4,3.89625668449198,1,5,1,5,2,2,66,1
"960",3797,5,5,3,1,5,3,5,5,3,4,5,5,3,5,5,2,2,27,7
"961",3808,3,4,4,2,3,4,4,4,5,4,5,4,5,1,5,2,2,29,4
"962",3810,3.71231884057971,4,5,1,3,1,5,1,5,2,4,3.39461883408072,5,1,5,2,1,52,4
"963",3812,4,5,5,5,5,2,4,1,5,2,5,3.39461883408072,5,4,4,2,1,41,7
"964",3816,4,4,4,3,2,5,5,4,5,1,1,5,5,4,3,2,1,40,3
"965",3818,1,1,5,1,4,1,5,4,4,2,5,4,5,1,2,2,1,58,6
"966",3819,4,4,4,2,4,2,4,4,5,2,4,4,4,2,5,2,2,69,2
"967",3833,2,3,2,2,4,5,5,5,5,2,5,5,1,5,3,2,2,29,4
"968",3838,4,4,4,1,5,4,4,4,4,4,4,5,4,2,5,1,2,30,3
"969",3841,3.71231884057971,3.22091062394604,5,2,5,1,4,3.5040500736377,4,2,4,3.39461883408072,4,2,4,2,1,53,4
"970",3842,3.71231884057971,4,4,2,4,2.92810902896082,4,2,4,3.4861646234676,2,4,2,2,4,2,2,63,3
"971",3848,5,1,5,1,5,1,5,5,5,5,5,2,5,1,5,2,1,26,4
"972",3851,3.71231884057971,2,2,2,2,1,5,3.5040500736377,4.06256481161424,1,4,2,5,2,4,2,2,53,3
"973",3852,2,1,5,1,5,1,5,1,5,4,5,5,5,2,4,1,1,48,10
"974",3858,2,4,4,2,4,2,4,2,2,4,2,2,2,2,2,1,2,38,12
"975",3868,3.71231884057971,5,5,1,5,5,5,5,4.06256481161424,5,5,5,5,5,5,1,2,38,8
"976",3869,4,4,4,2,4,2,4,3.5040500736377,4,4,4,4,4,2,4,1,2,42,7
"977",3874,4,4,5,2,5,1,5,4,5,4,5,4,5,4,5,1,2,23,11
"978",3876,2,4,4,2,4,2,4,4,4,2,4,5,5,1,4,1,1,45,7
"979",3880,1,5,5,1,4,2.92810902896082,4.14543630892678,1,5,5,5,5,5,1,5,1,1,61,4
"980",3884,4,2,4,2,4,2,5,4,5,4,5,4,4,2,5,1,2,60,6
"981",3885,2,5,5,2,4,1,5,5,5,4,5,5,5,5,5,1,2,30,7
"982",3886,4,4,4,2,4,4,5,4,4,4,5,4,4,2,4,1,1,69,4
"983",3887,4,5,4,1,4,1,5,5,5,5,2,4,5,1,5,1,1,56,3
"984",3889,5,1,5,1,1,1,5,1,5,5,5,3.39461883408072,5,1,5,1,1,60,4
"985",3901,1,5,5,5,5,1,5,1,5,5,5,2,4,2,4,1,1,20,10
"986",3904,2,5,5,1,5,4,5,5,5,5,5,5,5,1,5,1,2,28,10
"987",3906,2,5,5,1,5,1,5,5,1,4,5,5,5,4,5,1,2,34,7
"988",3909,2,4,4,2,4,3,5,4,4,3,3,4,5,3,4,1,1,55,11
"989",3915,3.71231884057971,2,5,1,4,2.92810902896082,5,5,4.06256481161424,4,4,4,4,2.77097345132743,5,1,1,44,4
"990",3920,4,3,4,2,5,2,4,2,4,3,4,2,4,2,4,1,2,59,3
"991",3922,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,1,1,50,9
"992",3925,5,2,5,2,5,4,4,4,4,5,5,1,5,1,5,1,2,61,3
"993",3928,5,1,5,2,4,2,4,2,4,3,5,2,4,2,5,2,1,38,4
"994",3930,5,1,5,1,5,2,5,2,5,2,5,1,5,2.77097345132743,5,2,2,28,4
"995",3932,1,4,5,1,5,1,5,4,5,1,5,1,5,1,2,2,1,43,6
"996",3937,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,44,4
"997",3942,4,2,4,3,4,2,4,3,4,4,2,4,3,3,4,2,1,42,4
"998",3943,5,4,5,1,5,4,5,5,5,4,5,1,5,1,5,2,2,26,9
"999",3944,4,2,4,1,4,2,5,5,5,2,1,3.39461883408072,5,1,5,2,2,60,1
"1000",3947,2,2,4,1,5,1,4,3,4,4,2,2,4,2,5,2,2,57,3
"1001",3954,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,29,9
"1002",3957,2,3,3,3,4,2,4,2,4,2,3,3,3,2,3,1,2,36,3
"1003",3962,5,5,4,4,5,4,4,4,3,3,4,4,5,3,5,1,1,19,5
"1004",3965,2,4,4,2,4,4,5,4,5,5,5,5,5,4,5,1,1,36,9
