"","id","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515","region","gender","age","education"
"1005",3977,4,2,4,2,4,2,4,3,4,2,5,4,4,2,4,1,1,57,4
"1006",3979,4,2,5,2,5,5,5,1,5,5,5,5,5,1,5,1,2,42,4
"1007",3986,2,2,4,2,4,2,4,4,4,3.4861646234676,4,4,4,2,4,1,1,19,6
"1008",4030,5,4,5,1,5,2.92810902896082,5,5,5,5,5,2,1,4,5,2,1,55,6
"1009",4031,4,4,5,2.32650273224044,4,3,5,3.5040500736377,4,3,4,2,4,2,4,2,1,45,7
"1010",4033,3.71231884057971,2,4,1,1,2,5,2,4.06256481161424,2,4,2,3.89578250261415,2,4,2,2,60,3
"1011",4046,1,5,4,1,2,4,5,2,5,2,5,1,1,5,1,2,2,31,4
"1012",4052,5,1,5,2,5,2.92810902896082,5,5,5,5,5,3.39461883408072,5,1,5,2,2,47,6
"1013",4059,3.71231884057971,1,5,2.32650273224044,5,1,5,3.5040500736377,4.06256481161424,4,5,4,3.89578250261415,4,4,2,1,75,3
"1014",4060,3.71231884057971,4,4,2,3,4,4,4,4,4,4,3,2,2,4,2,2,29,7
"1015",4066,5,4,4,2,4,2,5,3,4,2,4,2,4,2,4,2,2,46,4
"1016",4067,3,4,4,3,4,3,5,3.5040500736377,4,4,3.89625668449198,3,4,3,4,2,2,80,1
"1017",4080,4,2,4,2,5,3,5,3,5,4,5,3,5,1,5,2,2,54,4
"1018",4088,4,3,4,1,5,1,5,3.5040500736377,5,4,5,1,4,3,5,2,2,80,3
"1019",4094,3.71231884057971,4,4,2.32650273224044,5,4,5,4,4.06256481161424,4,5,4,5,4,5,2,1,18,7
"1020",4098,4,3,5,2,5,2,4,2,5,4,5,2,5,1,5,2,1,52,4
"1021",4100,4,2,4,1,5,2,4,2,5,3,5,3,5,1,5,2,1,41,4
"1022",4104,2,2,4,5,5,1,5,4,5,4,5,3.39461883408072,4,5,5,2,1,68,3
"1023",4117,4,2,4,2,4,2,4,4,4,4,3.89625668449198,2,4,1,5,2,1,34,6
"1024",4121,3.71231884057971,2,5,1,5,1,5,1,5,2,5,2,5,1,5,2,1,31,4
"1025",4124,4,2,4,2,4,2.92810902896082,4,2,4,5,3,2,4,2,4,2,2,54,3
"1026",4128,5,2,4,2,4,5,4.14543630892678,3.5040500736377,4.06256481161424,5,3.89625668449198,3.39461883408072,4,2,4,2,1,77,1
"1027",4129,1,1,5,1,5,1,5,3,5,5,5,1,5,1,5,2,1,59,3
"1028",4130,1,5,5,4,5,1,5,3.5040500736377,5,4,5,1,5,5,4,2,1,42,4
"1029",4133,4,1,5,1,5,1,5,5,5,5,5,5,5,1,3,2,1,32,6
"1030",4138,5,2,5,1,5,5,1,4,5,1,3.89625668449198,4,5,1,2,2,1,22,4
"1031",4149,4,4,4,2,4,4,4,4,5,4,5,4,5,4,4,2,2,28,3
"1032",4160,2,4,2,2,5,3,5,3,3,3,3,3,3.89578250261415,2.77097345132743,3.81396981396981,2,1,40,4
"1033",4161,4,4,4,5,4,2,4,4,4,5,3.89625668449198,4,4,4,5,2,1,29,6
"1034",4166,3,2,4,3,4,3,4,3,4,3,3,3.39461883408072,3,3,3,2,1,43,4
"1035",4174,4,2,4,2,2,2,4,4,4,4,4,4,4,2,2,2,1,47,9
"1036",4182,4,1,4,2,2,2,1,4,3,5,5,2,4,3,4,2,1,50,3
"1037",4192,2,4,4,2,5,4,5,1,5,1,1,2,4,1,4,2,2,38,3
"1038",4203,4,2,4,2,2,2,5,2,5,2,4,2,5,2,4,2,1,66,3
"1039",4209,2,2,5,1,5,2,5,2,4,2,4,1,4,1,4,2,2,55,3
"1040",4221,5,1,5,1,4,2,4,2,4,2,4,2,4,2,4,1,1,27,6
"1041",4228,3,4,3,2,3.91554959785523,3,4,3.5040500736377,3,3,3.89625668449198,3,4,3,4,1,2,36,3
"1042",4229,3.71231884057971,5,5,1,5,5,5,5,5,5,5,5,5,2.77097345132743,5,1,2,31,4
"1043",4231,4,5,5,2,3,4,4,3,4,4,4,3.39461883408072,4,2,4,1,1,69,7
"1044",4233,4,4,4,2,4,2,4,3,4,2,3,3,3,2,3,1,2,49,3
"1045",4238,5,4,5,1,5,4,4,5,5,1,5,5,5,1,5,1,1,40,3
"1046",4240,3,5,5,1,5,1,5,3,5,5,5,1,5,1,5,1,1,32,4
"1047",4241,5,4,4,2,4,2,5,2,5,2,5,2,4,2,4,1,1,56,6
"1048",4244,1,2,4,2,2,2,5,4,5,1,2,1,5,1,5,2,1,45,4
"1049",4247,4,3,4,3,4,4,4,3,4.06256481161424,3.4861646234676,3.89625668449198,3.39461883408072,4,2,4,2,1,85,1
"1050",4251,4,4,2,2,3,2,4,3.5040500736377,4.06256481161424,4,2,4,3.89578250261415,2.77097345132743,3.81396981396981,2,1,43,3
"1051",4254,3,2,2,2.32650273224044,2,2,4,4,4,2,4,2,4,2,2,2,1,76,2
"1052",4257,4,3,4,2,5,4,4,5,5,3,4,3,4,3,5,2,1,68,7
"1053",4264,1,2,4,2,2,2,5,4,5,1,5,1,2,1,5,2,1,40,3
"1054",4267,2,2,3,3,2,2,4,2,4.06256481161424,3.4861646234676,4,4,4,4,3.81396981396981,2,1,83,3
"1055",4279,2,3,4,2,4,4,4,4,4,3,4,3,4,3,4,2,2,71,1
"1056",4296,5,5,4,4,5,4,5,5,4,4,5,5,5,2,5,2,1,62,3
"1057",4302,3.71231884057971,3.22091062394604,4.01468624833111,2.32650273224044,2,1,3,3,4.06256481161424,3,3,3,3,3,3,2,2,74,1
"1058",4305,4,2,3,2,3,2,3,4,3,2,3,2,2,2,4,2,2,66,1
"1059",4306,5,4,5,1,5,1,5,4,2,4,5,4,5,4,5,2,1,20,4
"1060",4308,4,4,4,2,2,3,3,2,4,4,4,4,4,3,4,2,1,48,4
"1061",4310,5,4,5,1,5,1,5,1,5,5,5,5,4,1,5,2,2,34,4
"1062",4311,5,4,5,2,5,2,5,5,5,5,5,4,5,2,5,2,1,51,3
"1063",4312,4,4,4,2,4,4,4,3,4,2,4,5,4,3,4,2,2,49,4
"1064",4317,3.71231884057971,5,1,2.32650273224044,4,2.92810902896082,4,4,4,2,4,2,4,3,4,1,1,81,3
"1065",4320,5,4,5,1,5,4,5,5,5,5,5,5,5,5,4,1,1,32,13
"1066",4321,3.71231884057971,4,4,2,4,4,4,3.5040500736377,4,4,4,5,4,5,4,1,2,51,6
"1067",4322,4,4,4,2,4,2,4,4,4,2,4,2,4,4,2,1,1,47,6
"1068",4334,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,1,2,33,11
"1069",4337,4,5,5,2,5,1,5,5,5,5,5,5,5,4,5,1,1,22,9
"1070",4343,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,1,57,3
"1071",4346,2,4,2,2,4,2.92810902896082,3,4,2,3,2,2,2,2,3,2,1,73,1
"1072",4348,4,2,4,2,5,4,5,5,5,5,5,5,5,2,4,2,2,48,4
"1073",4351,4,4,4,3,4,4,4.14543630892678,3.5040500736377,4,3.4861646234676,4,4,4,2.77097345132743,3.81396981396981,2,1,39,4
"1074",4354,4,4,4,2,4,4,5,1,4,4,4,4,5,2,5,2,2,43,3
"1075",4367,5,1,5,4,4,4,5,5,4.06256481161424,2,2,1,1,2,5,2,2,64,4
"1076",4375,4,4,2,2,3,2,4,2,4,4,4,4,4,3,4,2,1,36,7
"1077",4393,4,4,4,2,4,2,4,4,4,2,2,5,4,5,2,2,2,35,4
"1078",4396,3,2,2,2,3,2,4,3,4,2,2,4,2,2,2,2,2,43,1
"1079",4405,4,4,2,2,3,2,2,4,4,4,4,5,4,3,4,2,2,43,3
"1080",4407,4,2,4,2,4,4,4,4,4,4,4,5,4,4,3,2,1,67,3
"1081",4409,3,4,4,3,4,4,4,3,4,3.4861646234676,3.89625668449198,4,3.89578250261415,2.77097345132743,3,2,2,45,1
"1082",4413,2,2,3,2,4,2,4,3,2,2,3,2,3,2,2,2,2,75,1
"1083",4417,4,2,4,1,4,2,5,2,4,2,4,2,2,2.77097345132743,4,2,1,63,4
"1084",4424,4,5,3,3,4,4,5,5,4,3.4861646234676,3.89625668449198,3.39461883408072,4,2.77097345132743,3.81396981396981,2,1,43,3
"1085",4431,5,2,4,2,4,2,5,2,4,4,4,2,2,2,4,2,2,59,1
"1086",4434,5,2,2,2,4,2,3,3.5040500736377,4,4,4,4,2,3,4,2,1,69,1
"1087",4436,4,2,3,1,3.91554959785523,2,4,3.5040500736377,5,4,4,2,3.89578250261415,2,3.81396981396981,2,1,72,3
"1088",4441,3,2,3,3,3,3,3,2,4,3,3,3,3,2,3,2,2,18,4
"1089",4445,4,4,2,4,4,4,4,3,4,3,3,4,4,3,3,2,2,48,3
"1090",4450,4,2,4,3,3,5,3,3.5040500736377,3,2,4,4,2,3,3,2,1,73,3
"1091",4455,4,5,4,2.32650273224044,4,4,4,4,4,4,4,4,4,5,3.81396981396981,2,1,66,1
"1092",4458,3,4,3,3,3,3,3,3,3,3,3,3,2,2.77097345132743,1,2,1,47,3
"1093",4459,4,1,3,3,1,4,3,2,5,2,4,4,3,2,3,2,2,42,1
"1094",4461,4,4,4,2,4,4,4,4,2,4,5,2,4,2,4,2,1,38,4
"1095",4471,4,4,4,4,4,2.92810902896082,4,3.5040500736377,4,3.4861646234676,3,4,4,3,2,1,2,28,4
"1096",4477,2,2,4,3,4,2,4,3,4,4,2,4,4,4,2,1,2,49,4
"1097",4478,4,2,2,2,2,2,5,2,2,2,2,2,2,2,2,1,1,70,3
"1098",4483,2,2,3,2,2,2,4,3.5040500736377,4.06256481161424,4,2,1,3.89578250261415,1,2,1,1,63,3
"1099",4485,2,2,4,2,4,2,4,2,5,4,4,2,4,2,3,1,2,28,4
"1100",4487,3,4,4,2,2,4,4,4,4,3,3,4,2,3,2,1,2,45,3
"1101",4490,2,4,4,1,2,2,4,4,4,4,3.89625668449198,3.39461883408072,3.89578250261415,2,4,1,2,26,4
"1102",4497,4,4,4,1,4,4,2,2,4,2,3,2,4,2,4,1,2,20,4
"1103",4504,2,4,4,2,4,3,3,3,4,4,4,4,3,3,3,2,2,39,3
"1104",4505,3.71231884057971,2,4,2,3,2,2,4,4.06256481161424,3,4,3,4,3,3.81396981396981,2,1,58,3
"1105",4517,3.71231884057971,2,3,2,4,2,4,3,4.06256481161424,3,3.89625668449198,3,3.89578250261415,2.77097345132743,4,2,2,52,3
"1106",4521,5,5,2,1,4,1,5,3.5040500736377,5,3.4861646234676,3.89625668449198,2,3.89578250261415,1,5,2,1,43,3
"1107",4522,4,4,4,3,4,2,4,4,4,4,4,4,4,2,4,2,2,53,1
"1108",4525,4,3,4,3,4,3,4,2,4,3,3,4,2,2,3,1,1,47,4
"1109",4527,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,48,4
"1110",4532,4,2,5,4,4,4,3,2,3,4,4,4,5,4,5,1,2,45,4
"1111",4533,3,3,4,3,4,4,3,3,4,4,4,3,3,3,4,1,1,62,4
"1112",4535,4,1,5,4,5,5,5,5,4,4,5,4,3,4,5,1,1,42,6
"1113",4537,5,2,5,2,4,2,5,2,4,5,4,2,4,2,4,1,2,47,7
"1114",4541,5,2,4,1,5,1,5,2,5,3,4,5,4,1,5,1,1,42,6
"1115",4543,3,3.22091062394604,4,3,4,2,4,3.5040500736377,5,2,3.89625668449198,4,4,2,4,1,2,45,6
"1116",4544,3,2,4,2,4,2,4,3,5,3,4,2,4,4,3.81396981396981,1,2,60,4
"1117",4546,4,4,5,2,5,3,4,4,4,4,4,3,4,3,4,1,1,74,6
"1118",4547,2,4,2,2,4,4,4,4,4,4,4,2,4,2,5,1,1,49,4
"1119",4550,4,2,4,2,4,4,4,3.5040500736377,4.06256481161424,2,4,2,4,2,4,1,1,70,6
"1120",4554,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,1,2,45,4
"1121",4555,2,4,4,2,4,4,2,2,4,2,4,4,4,2,4,1,1,32,5
"1122",4557,3,4,4,2,4,4,4,5,3,3.4861646234676,3.89625668449198,5,4,2.77097345132743,4,1,2,36,4
"1123",4558,3,3,3,3,4,2,4,3,4,4,4,4,3,3,3,1,2,39,3
"1124",4561,3.71231884057971,3.22091062394604,5,1,1,2.92810902896082,4,3,3,3,3.89625668449198,4,2,2,3,1,2,47,3
"1125",4566,4,4,5,2,4,2,2,5,2,4,5,4,5,4,4,1,1,40,9
"1126",4568,4,3,4,2,4,3,4,3,3,3,3,3,3,3,3,1,2,63,3
"1127",4569,4,4,4,2,4,2,4,4,4,2,4,2,4,2,4,1,2,46,4
"1128",4572,4,4,4,1,4,2,4,3,4,2,2,4,4,2,4,1,2,66,4
"1129",4581,4,2,4,2,4,2,4,2,4,2,4,4,4,2,4,2,1,79,1
"1130",4583,4,4,4,2,4,2,4,2,4,4,4,4,4,2,4,2,1,38,4
"1131",4584,3.71231884057971,1,5,2.32650273224044,4,2,4,3.5040500736377,5,3.4861646234676,4,4,4,2,3.81396981396981,2,2,82,1
"1132",4593,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,40,4
"1133",4596,4,2,4,2,4,2,4,3.5040500736377,4,2,4,4,4,2,4,2,2,44,4
"1134",4599,4,4,4,3,4,4,4,4,3,3,2,4,4,2,3,2,2,54,3
"1135",4601,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,2,25,4
"1136",4620,4,2,4.01468624833111,2,3.91554959785523,2,4,3.5040500736377,4,2,4,2,4,2,3.81396981396981,2,1,45,3
"1137",4623,3.71231884057971,4,4.01468624833111,2,3,3,4,4,4,3.4861646234676,3.89625668449198,4,3,2,3,2,2,43,4
"1138",4624,5,2,4,1,4,2.92810902896082,5,2,4,2,4,2,4,2,4,2,2,40,3
"1139",4629,5,3,4,2,5,4,5,3,4,3,2,3,4,3,4,2,1,40,3
"1140",4633,4,3,3,2,4,3,5,3,4.06256481161424,3.4861646234676,3.89625668449198,3,4,2,4,2,1,63,3
"1141",4639,3,2,4.01468624833111,2,5,2,3,3,3,3.4861646234676,3,3,4,2.77097345132743,3.81396981396981,2,2,71,1
"1142",4642,3,4,3,2,4,3,5,3.5040500736377,4.06256481161424,3,3,4,3,2,3,2,2,38,4
"1143",4647,5,3,4,3,4,3,4,3,3,4,3,4,4,3,4,2,1,48,4
"1144",4649,4,3,3,3,4,2.92810902896082,5,3,3,3,3.89625668449198,4,3,2.77097345132743,3.81396981396981,2,2,50,1
"1145",4658,3.71231884057971,3.22091062394604,4.01468624833111,2.32650273224044,5,1,5,5,5,5,3,5,5,3,5,1,1,79,4
"1146",4660,3.71231884057971,2,4,2,5,2,4,3.5040500736377,4,5,4,2,4,2,4,1,1,70,3
"1147",4667,2,2,5,2,2,4,5,4,5,4,2,4,2,2,2,1,1,59,7
"1148",4671,2,2,4,2,4,2,4,2,4,4,4,2,4,4,4,1,1,41,11
"1149",4676,3.71231884057971,3.22091062394604,4.01468624833111,2.32650273224044,3,4,4,3,4,3,3,4,4,3,3,1,1,80,4
"1150",4677,2,5,4,1,4,2,4,4,5,4,4,5,4,3,3.81396981396981,1,2,34,10
"1151",4685,4,4,4,2,4,4,4,3,4,4,4,4,4,2,2,1,1,40,12
"1152",4689,4,4,4,2,4,2,4,4,4,2,4,5,4,2,4,1,2,29,10
"1153",4690,3,3,4,2,4,2,4.14543630892678,3.5040500736377,3,4,3,3,3,3,2,1,2,66,3
"1154",4697,3.71231884057971,2,4,2.32650273224044,4,2.92810902896082,3,3.5040500736377,4,3,4,4,4,2,3.81396981396981,1,2,30,4
"1155",4698,3,3,4,2,3,4,3,3,4,3,4,4,4,2,3,1,2,64,4
"1156",4704,5,3.22091062394604,5,5,5,1,5,5,5,5,1,5,5,2.77097345132743,5,1,2,35,7
"1157",4705,3.71231884057971,2,4,5,2,2.92810902896082,2,2,4.06256481161424,4,2,4,3.89578250261415,4,3.81396981396981,1,2,27,4
"1158",4714,4,4,4,3,4,2,4,3,4,3,3,3,3,2,4,1,2,30,4
"1159",4715,3,4,2,3,3,4,3,3,4,2,3,2,4,2,2,1,1,18,6
"1160",4719,3.71231884057971,2,5,1,5,1,5,4,2,4,5,1,5,1,5,1,1,57,3
"1161",4723,4,2,5,1,5,1,5,4,5,2,4,4,3.89578250261415,4,5,1,2,48,4
"1162",4728,5,4,4,3,5,1,4,4,4,2,4,3,4,3,3,2,2,37,7
"1163",4729,5,2,4,2,4,4,4,4,4,4,4,4,4,4,3,2,1,29,4
"1164",4730,2,2,4,2,4,2,4,2,4,2,4,4,4,2,4,2,2,47,4
"1165",4731,4,2,4,2,4,2,4,2,4,2,3.89625668449198,2,4,2,4,2,2,71,3
"1166",4733,5,4,5,1,5,1,2,5,5,5,4,1,4,2,5,2,1,63,3
"1167",4739,4,2,4,2,2,2.92810902896082,4,2,4,2,3.89625668449198,3.39461883408072,3.89578250261415,2,4,2,2,63,1
"1168",4747,3,2,5,2,4,3,4,4,4,2,5,4,4,2,3.81396981396981,2,1,35,3
"1169",4750,4,3,3,2,4,4,5,4,4,3.4861646234676,4,2,4,2,4,2,2,42,3
"1170",4754,3,4,4,3,4,3,5,4,2,3,4,4,4,3,3,1,1,47,6
"1171",4755,2,2,4,2,4,4,1,4,5,2,4,5,2,4,2,1,1,52,10
"1172",4761,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,1,36,3
"1173",4765,3,4,4,4,3,4,4,4,4,2,4,4,3,4,2,1,1,34,9
"1174",4770,4,2,4,2,4,4,4,4,4,4,4,4,4,4,2,1,1,44,10
"1175",4773,2,5,4,4,4,2,2,2,2,2,2,2,4,2.77097345132743,3.81396981396981,1,1,42,7
"1176",4776,4,2,4,2,4,2,4,3,4,3,4,2,4,2,4,1,1,39,4
"1177",4778,3.71231884057971,4,5,2,5,5,5,5,5,4,5,4,4,4,5,2,1,26,4
"1178",4788,3,3,3,3,3,3,4,3,3,3,3.89625668449198,3,4,3,3,2,2,73,1
"1179",4793,4,2,4,2,4,2,4,2,4,3,4,3,3,3,4,2,2,53,6
"1180",4796,3,3,4,2,4,3,4,4,4,3,4,2,4,2,4,2,1,45,1
"1181",4799,5,5,4,1,5,1,5,3.5040500736377,5,5,4,4,3.89578250261415,2,5,2,1,39,4
"1182",4800,3.71231884057971,4,4,2,4,4,4,4,4,4,4,4,4,1,4,2,1,51,3
"1183",4801,4,3,4,2,4,2,4,2,4,3,4,4,4,2,4,2,2,45,4
"1184",4802,2,2,4,2,5,5,5,5,1,5,5,5,5,4,4,1,1,48,10
"1185",4809,5,5,5,1,5,1,5,1,5,2,5,3.39461883408072,1,2.77097345132743,3.81396981396981,1,1,65,7
"1186",4813,4,2,4,4,3,2,4,4,4,3,4,2,4,3,3,1,1,39,12
"1187",4819,3,2,4,1,4,2,5,2,3,3,4,3,4,4,3,1,1,55,6
"1188",4824,4,4,4,3,4,4,5,4,4,4,3,3,3,4,3,1,1,53,6
"1189",4828,4,2,4,3,3.91554959785523,2.92810902896082,5,2,4,2,3.89625668449198,2,4,3,4,2,1,66,3
"1190",4831,5,3,5,2.32650273224044,4,2,4,4,5,4,3,4,4,4,5,2,1,26,6
"1191",4832,1,1,5,4,2,4,5,5,5,5,5,5,1,5,4,2,1,54,6
"1192",4839,3.71231884057971,5,4,2,4,4,4,4,2,4,4,4,4,4,4,2,2,23,4
"1193",4840,5,5,5,2,2,2,5,4,5,3.4861646234676,3.89625668449198,1,1,1,2,2,2,50,6
"1194",4841,5,1,5,4,2,1,5,1,2,4,3.89625668449198,3.39461883408072,3.89578250261415,2.77097345132743,5,2,1,49,6
"1195",4842,3.71231884057971,3,2,4,4,3,4,4,4,3,4,4,2,4,2,2,2,37,3
"1196",4846,5,2,5,1,2,4,4,4,5,4,5,1,5,1,3.81396981396981,2,1,72,1
"1197",4851,2,2,5,3,2,4,4,2,2,3,4,4,3,4,5,2,2,42,3
"1198",4852,2,4,3,3,4,4,4,4,4,3,4,4,3,4,3,1,1,47,6
"1199",4854,3.71231884057971,2,4,2,3,3,4,3,4,3,3,3,3,3,3,1,2,30,5
"1200",4863,4,3,4,4,4,2,5,1,5,4,4,3,3,2,3,1,1,23,6
"1201",4864,4,4,4,4,5,4,4,2,4,4,4,4,4,3,4,1,2,30,6
"1202",4870,3.71231884057971,3.22091062394604,4.01468624833111,2.32650273224044,4,2,4,2,4,3,4,4,4,4,3.81396981396981,1,1,30,4
"1203",4871,4,4,4,2.32650273224044,5,4,3,4,5,4,4,3,2,2.77097345132743,2,1,2,47,4
"1204",4873,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,28,4
"1205",4875,3,3,3,3,4,2,4,4,4,3,4,3,4,4,3,1,2,24,6
"1206",4876,2,4,4,2,4,4,4,4,4,3,4,4,4,4,3,1,1,50,3
"1207",4878,4,3,4,3,4,4,3,3,4,3,4,3,3,3,4,2,1,72,2
"1208",4879,4,4,4,3,5,3,4,3,4,4,4,5,4,3,4,2,2,56,4
"1209",4880,4,5,4,4,4,4,2,4,2,3,2,1,4,4,4,2,2,48,4
"1210",4881,3,4,4,2.32650273224044,4,2,4,3,4,3.4861646234676,4,3,3.89578250261415,3,3,2,1,55,6
"1211",4890,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,2,1,22,6
"1212",4894,4,2,2,4,4,2,4,3,5,3,5,3,4,2,4,2,1,61,3
"1213",4896,2,4,2,3,4,2,4,4,4,3,4,4,4,4,3,2,1,24,10
"1214",4901,4,4,4,4,4,2,4,2,4,4,3,3,4,4,2,2,1,90,4
"1215",4907,4,4,3,2,4,4,4,2,2,4,3.89625668449198,2,2,2,2,2,1,42,4
"1216",4908,2,4,2,2,4,2,4,3.5040500736377,4,3.4861646234676,3.89625668449198,2,4,2,2,2,2,73,1
"1217",4910,4,2,2,2,4,2,2,4,4,2,2,4,2,4,2,2,1,48,6
"1218",4916,3.71231884057971,2,4,2,4,2,4,4,4,4,4,2,4,2,4,2,2,39,3
"1219",4918,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,46,3
"1220",4925,4,3,3,2,4,3,3,3,4.06256481161424,2,4,2,4,4,2,2,1,43,3
"1221",4926,3.71231884057971,4,4,2.32650273224044,4,2,4.14543630892678,3.5040500736377,4,3,3,3.39461883408072,4,2,2,1,1,62,3
"1222",4927,4,4,3,3,4,3,3,2,3,4,3,3,4,3,3,1,1,45,6
"1223",4929,4,4,3,2,2,4,4,3,4,3,4,4,4,3,4,1,2,47,6
"1224",4931,3.71231884057971,2,3,4,3,2,4,2,3,3.4861646234676,3.89625668449198,3.39461883408072,4,2.77097345132743,2,1,2,45,4
"1225",4934,5,5,4,3,4,4,4,4,4,4,4,3,2,2,2,1,2,52,6
"1226",4935,4,3,3,2,4,3,3,3,3,4,4,4,2,4,3,1,1,38,6
"1227",4938,2,5,2,4,2,4,3,3,2,3,3,3,3,3,2,1,1,52,4
"1228",4939,3,2,4,2,4,3,4,4,4,4,4,2,4,2,3.81396981396981,1,2,63,1
"1229",4940,4,4,4,2,4,2,4,4,4,4,4,4,2,2,3,1,2,62,3
"1230",4946,4,4,3,3,4,2.92810902896082,4,4,4,4,3.89625668449198,4,3.89578250261415,2.77097345132743,3.81396981396981,1,2,60,3
"1231",4949,4,5,4,2,4,4,4,5,5,3,4,5,4,5,3,1,2,35,6
"1232",4952,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,1,2,42,6
"1233",4954,4,4,4,3,4,4,4,4,4,3,3,3,4,2,3,1,1,36,4
"1234",4957,4,4,4,3,4,4,4,4,4,3,3,4,3,2,4,1,2,71,3
"1235",4958,4,5,4,3,5,4,4,4,3,2,4,4,4,4,2,1,2,57,3
"1236",4961,5,5,5,3,5,4,4,4,5,4,5,4,4,5,3,1,1,29,7
"1237",4962,3,2,3,2,3,3,4,3,4,3,3.89625668449198,3,3.89578250261415,3,3,1,2,35,4
"1238",4965,2,5,4,2,4,2,4,5,5,3,5,5,4,5,2,1,1,38,10
"1239",4966,4,3,3,2,3,2,3,4,3,4,3,2,4,3,4,1,1,75,7
"1240",4967,3,4,3,3,4,3,2,3,3,2,3,4,3,3,2,1,1,39,4
"1241",4968,4,4,4,2,5,4,4,4,4,4,4,3,4,2,2,1,1,61,9
"1242",4973,4,2,4,2,5,2,4,2,4,2,4,2,4,2,4,2,2,45,4
"1243",4987,3,5,4,2,4,4,4,3,4,3,4,5,3,3,2,2,1,71,3
"1244",4988,4,2,4,2,5,2,4,1,4,1,4,1,4,1,4,2,1,66,4
"1245",4994,4,4,4,3,4,3,3,3,3,3,3,3,4,2,3,2,2,48,4
"1246",5003,3,2,4,2,4,3,3,3,4,2,3,2,3,2,3,2,2,22,4
"1247",5009,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,2,48,1
"1248",5012,3.71231884057971,1,5,1,5,1,5,4,4.06256481161424,2,5,1,3.89578250261415,1,5,2,2,52,4
"1249",5015,4,5,4,4,4,5,5,4,4,4,4,5,4,3,4,2,2,35,3
"1250",5017,4,2,4,2,4,2,4,3.5040500736377,4,4,4,2,3.89578250261415,2,3.81396981396981,2,1,58,3
"1251",5022,2,1,5,1,1,1,5,2,5,2,5,1,4,2,5,2,2,75,5
"1252",5024,2,2,3,3,3,2,4,4,4,4,4,3,4,3,4,1,2,39,4
"1253",5026,3,3,3,3,2,2,4,2,4,3,3,3,3,3,3,1,1,19,4
"1254",5027,4,4,4,2,4,2,4,4,4,2,4,4,4,4,4,1,2,39,10
"1255",5028,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,1,1,40,7
"1256",5033,2,2,4,2,3,2,4,4,4,3,3,3,3,3,3,1,2,26,6
"1257",5034,4,2,4,2,4,2,4,2,4,2,4,2,4,3,2,1,1,66,3
"1258",5043,4,2,4,3,3.91554959785523,2,4,3,4,3,4,4,4,4,2,1,2,42,4
"1259",5045,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,63,3
"1260",5049,3,4,3,3,4,2,4,3,4,3,3,4,3,3,3,2,1,53,3
"1261",5064,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,2,2,48,4
"1262",5070,4,2,4,2,5,2,4,4,4,4,4,2,3,2,4,1,1,44,6
"1263",5083,4,2,4,2,3.91554959785523,2,4,3.5040500736377,4,3.4861646234676,5,2,3.89578250261415,2.77097345132743,4,1,2,54,4
"1264",5089,4,4,5,2,4,4,5,5,4,5,4,5,4,2,4,1,1,44,12
"1265",5098,5,4,5,3,4,4,4,3,4,4,4,4,4,3,4,1,2,41,5
"1266",5100,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,1,1,40,10
"1267",5101,4,4,4,2.32650273224044,4,4,4,3.5040500736377,4,4,3.89625668449198,4,4,2.77097345132743,4,1,1,59,7
"1268",5103,2,3,3,3,3,2,3,2,4,4,3,3,2,4,2,2,2,20,10
"1269",5105,4,2,4,2,5,1,5,1,5,4,4,4,4,2,4,1,1,78,6
"1270",5112,3.71231884057971,2,3,2,3,2,3,3,4,3,3,2,4,1,3,1,2,47,4
"1271",5119,4,2,5,1,4,3,4.14543630892678,4,4.06256481161424,5,3.89625668449198,5,3.89578250261415,1,5,1,2,72,3
"1272",5123,4,4,4,2,5,2,4,2,4,4,2,5,5,2,4,1,1,51,3
"1273",5127,5,4,4,2,5,4,4,4,5,4,3,4,5,1,3.81396981396981,1,2,43,4
"1274",5149,3.71231884057971,2,4,2,3,2,4,3.5040500736377,5,3.4861646234676,3.89625668449198,2,3,2,3,2,2,50,3
"1275",5152,5,4,5,3,5,4,4.14543630892678,3.5040500736377,5,1,5,5,1,2.77097345132743,5,2,2,49,4
"1276",5155,3,3,3,3,3,3,3,3,4.06256481161424,3.4861646234676,3,3.39461883408072,3,3,3,2,2,46,4
